"Answer__c","ArticleNumber","ArticleMasterLanguage","Content_Category__c","Description__c","FirstPublishedDate","Language","LargeLanguageModel","LastPublishedDate","PublishStatus","RecordTypeId","Summary","Title","ValidationStatus","Owner.RecordTypeId","Owner.Title"
"<p><span style=""font-size: 18px;color: #000000;""><strong><span class=""TextRun SCXW10084296 BCX0"" style=""margin: 0px;padding: 0px;user-select: text;text-align: left;white-space: pre-wrap;line-height: 18.6px;font-family: Arial, Arial_EmbeddedFont, Arial_MSFontService, sans-serif;""><span class=""NormalTextRun SCXW10084296 BCX0"" style=""margin: 0px;padding: 0px;user-select: text;"">What if the customer reports that the News Assistant is not working properly? (Tech Issues)<br><br></span></span></strong></span></p>
<p><span style=""font-size: 16px;""><span class=""TextRun SCXW52704274 BCX0"" style=""margin: 0px;padding: 0px;user-select: text;line-height: 18.6px;font-family: Arial, Arial_EmbeddedFont, Arial_MSFontService, sans-serif;""><span class=""NormalTextRun SCXW52704274 BCX0"" style=""margin: 0px;padding: 0px;user-select: text;"">If the News Assistant IS available for an article, it will appear and should be working as expected. If the user </span><span class=""NormalTextRun AdvancedProofingIssueV2Themed SCXW52704274 BCX0"" style=""margin: 0px;padding: 0px;user-select: text;background-position: 0px 100%;background-repeat: repeat-x;border-bottom: 1px solid transparent;"">can</span><span class=""NormalTextRun SCXW52704274 BCX0"" style=""margin: 0px;padding: 0px;user-select: text;""> access the News Assistant and it </span><span class=""NormalTextRun SCXW52704274 BCX0"" style=""margin: 0px;padding: 0px;user-select: text;"">isn’t</span><span class=""NormalTextRun SCXW52704274 BCX0"" style=""margin: 0px;padding: 0px;user-select: text;""> working as it should, and the user </span><span class=""NormalTextRun SCXW52704274 BCX0"" style=""margin: 0px;padding: 0px;user-select: text;"">doesn’t</span><span class=""NormalTextRun SCXW52704274 BCX0"" style=""margin: 0px;padding: 0px;user-select: text;""> need help using the feature, this should be reported to the Rapid Response team on </span></span><a class=""Hyperlink SCXW52704274 BCX0"" style=""margin: 0px;padding: 0px;user-select: text;cursor: text;text-decoration-line: none;color: inherit;"" target=""_blank"" href=""mailto:ReutersTech-RapidResponse@thomsonreuters.com""><span class=""TextRun Underlined SCXW52704274 BCX0"" style=""margin: 0px;padding: 0px;user-select: text;color: #467886;text-decoration-line: underline;line-height: 18.6px;font-family: Arial, Arial_EmbeddedFont, Arial_MSFontService, sans-serif;""><span class=""NormalTextRun SCXW52704274 BCX0"" style=""margin: 0px;padding: 0px;user-select: text;"">ReutersTech-RapidResponse@thomsonreuters.com.</span></span></a></span><span class=""TextRun SCXW52704274 BCX0"" style=""margin: 0px;padding: 0px;user-select: text;font-size: 11pt;line-height: 18.6px;font-family: Arial, Arial_EmbeddedFont, Arial_MSFontService, sans-serif;""><span style=""font-size: 16px;""><span class=""NormalTextRun SCXW52704274 BCX0"" style=""margin: 0px;padding: 0px;user-select: text;""> </span><span class=""NormalTextRun SCXW52704274 BCX0"" style=""margin: 0px;padding: 0px;user-select: text;"">Here’s</span></span><span class=""NormalTextRun SCXW52704274 BCX0"" style=""margin: 0px;padding: 0px;user-select: text;""><span style=""font-size: 16px;""> an example of what that might look like:</span><br><br></span></span></p>
<p><img src=""https://reuters.file.force.com/servlet/rtaImage?eid=ka0UL0000005OeP&amp;feoid=00N6g00000UQp54&amp;refid=0EMUL00000CawOL""></img></p>
<p><span class=""TextRun SCXW52704274 BCX0"" style=""margin: 0px;padding: 0px;user-select: text;font-size: 11pt;line-height: 18.6px;font-family: Arial, Arial_EmbeddedFont, Arial_MSFontService, sans-serif;""><span class=""NormalTextRun SCXW52704274 BCX0"" style=""margin: 0px;padding: 0px;user-select: text;""><br><span style=""font-size: 16px;"">More escalation details on the article: <strong>PENDING</strong> </span></span></span></p>","000001345","en_US","Reuters.com","<p><span style=""font-family: arial, helvetica, sans-serif;font-size: 16px;"">This article provides step-by-step instructions for processing customer feedback and flagged content for the Reuters.com News Assistant reported through Qualtrics surveys. The </span><span style=""font-family: arial, helvetica, sans-serif;font-size: 16px;"">article covers two distinct workflows:<br><br></span></p>
<ul><li><span style=""font-size: 16px;font-family: arial, helvetica, sans-serif;"">General satisfaction/feedback survey responses</span></li><li><span style=""font-size: 16px;font-family: arial, helvetica, sans-serif;"">Flagged content reports (higher priority)</span></li></ul>","2025-05-09T13:26:35.000Z","en_US","","2025-11-30T17:13:56.000Z","Online","0124v000000AZIZAA4","","Reuters.com - Managing Qualtrics Surveys for News Assistant","Not Validated","","Support Operations Manager"
"<p><strong><span style=""font-size: 18px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">What&#39;s the difference between a VIP and an Enterprise Client?<br></span></span></strong><br><span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">A VIP client is considered a highly valuable individual due to their status, influence, or the level of business they bring, regardless of their size. An Enterprise client is a large organization or corporation that requires customized, large-scale solutions, and we will provide those solutions to cater to their needs.<br><br>In our case, we will have clients, either individual VIPs or Enterprise organizations, that would need access to Reuters.com as part of the relationships we maintain with them. In these cases, Phil Andraos will contact us to help grant entitlement for Reuters.com subscriptions to those clients. </span></span><span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;""><span style=""font-family: Arial, Helvetica, sans-serif;"">For VIP Access setup, follow the steps on the KB <a href=""/articles/Knowledge/RCOM-Subscriptions-for-VIP-Clients"" target=""_blank"">Reuters.com - Subscriptions for VIP Clients</a>.</span></span></span></p>","000001297","en_US","Reuters.com","<p><span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">When an Enterprise Organization requires employees to access Reuters.com, they will request this access by contacting <strong>Phil Andraos</strong>. Phill will then reach out to the Support Team to generate a code in ARC, which the clients can use to log in or sign up to Reuters.com. This document provides a step-by-step guide for creating an organization package in ARC Subscriptions to generate the client&#39;s code.</span></span><span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;""></span></span></p>","2024-08-27T22:42:57.000Z","en_US","","2025-11-22T20:46:29.000Z","Online","0124v000000AZIUAA4","","Reuters.com - Subscriptions for Enterprise Clients","Not Validated","","Support Operations Manager"
"<p><span style=""font-size: 18px;""><span style=""font-family: Arial,Helvetica,sans-serif;""><strong>What&#39;s the difference between a VIP and an Enterprise Client?<br></strong></span></span><br><span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">A VIP client is considered a highly valuable individual due to their status, influence, or the level of business they bring, regardless of their size. An Enterprise client is a large organization or corporation that requires customized, large-scale solutions and we will provide those solutions to cater to their needs.<br><br>In our case, we will have clients, either individual VIPs or Enterprise organizations, that would need access to Reuters.com as part of the relationships we maintain with them. In these cases, Phil Andraos will contact us to help grant entitlement for Reuters.com subscriptions to those clients. </span></span><span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;""><span style=""color: #181818;font-family: Arial, Helvetica, sans-serif;font-size: 16px;white-space: normal;background-color: #ffffff;float: none;display: inline;"">For Enterprise Access setup, follow the steps on the KB <a href=""/articles/Knowledge/RCOM-Subscriptions-Enterprise-Clients"" target=""_blank"">Reuters.com - Subscriptions for Enterprise Clients</a>.</span></span></span></p>","000001308","en_US","Reuters.com","<span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">This document provides a step-by-step guide on how to create and add an entitlement in ARC Subscriptions to provide a Reuters.com subscription for VIP clients. Phil Andraos will send us the customer’s name and email address so we can complete the entitlement addition in ARC.</span></span>","2024-09-23T22:55:32.000Z","en_US","","2025-11-22T20:40:47.000Z","Online","0124v000000AZIUAA4","","Reuters.com - Subscriptions for VIP Clients","Not Validated","","Support Operations Manager"
"","000001359","en_US","Reuters.com","<p><span style=""font-size: 16px;font-family: arial, helvetica, sans-serif;"">This article provides step-by-step instructions for disabling the News Assistant feature on a specific Reuters.com article by editing the article&#39;s metadata through the ARC Composer.</span></p>","2025-11-20T14:46:00.000Z","en_US","","2025-11-20T14:46:00.000Z","Online","0124v000000AZIUAA4","","Reuters.com - Removing News Assistant in ARC","Not Validated","","Support Operations Manager"
"","000001269","en_US","Other;Reuters Connect;World News Express - WNE","<p><span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">This article provides step-by-step instructions for triaging and resolving BigFix, CCSM, and WNE alerts related to: World News Express (WNE), Reuters Live Service (RLS), Reuters Events, and Reuters Liaison. It includes assignment, tagging, escalation, and closure procedures.</span></span></p>","2024-01-30T07:13:51.000Z","en_US","","2025-11-18T16:08:41.000Z","Online","0124v000000AZIUAA4","","SNOW - Working on Sentinel One, BigFix and CCSM alerts for Non-Compliant Servers","Not Validated","","Helpdesk Analyst"
"","000001108","en_US","Reuters Connect","<span style=""font-family: Arial,Helvetica,sans-serif;""><span style=""font-size: 11pt;""><span style=""line-height: 107%;""><span style=""color: #080707;"">The Global Permissions DataBase  (GPDB) is the main tool where we manage our client&#39;s accounts and their user’s access.</span></span></span><br><br><span style=""font-size: 11pt;""><span style=""line-height: 107%;""><span style=""color: #080707;"">This article provides the steps on how to set a points admin for Agency Clients.</span></span></span></span>","2022-09-27T16:15:49.000Z","en_US","","2025-11-12T16:51:37.000Z","Online","0124v000000AZIUAA4","","GPDB | How to Set a User as a Points Admin","Not Validated","","Support Operations Manager"
"","000001293","en_US","Reuters.com","<span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">Reuters.com users use email for login. There are cases where the primary email address needs to be changed. The need for it will increase after Reuters.com subscriptions are released because a purchased subscription will be tied to the user’s email address. <br><br>There are numerous systems in the Reuters.com context that store email. The full set is described in the architecture document </span></span><a href=""https://dev.azure.com.mcas.ms/tr-reuters/Reuters-Engineering/_wiki/wikis/Reuters-Engineering.wiki/782/Email-change"" target=""_blank""><span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">here</span></span></a> <span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">. <br><br>Though the email change process should be fully automated, the first phase implies a manual process and this document describes the steps for the Reuters Customer Support Team.</span></span>","2024-08-27T23:39:47.000Z","en_US","","2025-10-28T16:52:14.000Z","Online","0124v000000AZIUAA4","","Reuters.com - Email Change Request","Not Validated","","Support Operations Manager"
"","000001333","en_US","Reuters Connect","<p><span style=""font-family: arial, helvetica, sans-serif;font-size: 16px;"">This article provides the steps to help RUM customers with self-service password reset, how to reset their passwords on GPDB, and the escalation matrix for any issues with these processes.</span></p>","2025-03-11T17:40:07.000Z","en_US","","2025-10-22T18:57:45.000Z","Online","0124v000000AZIUAA4","","RUM - Password Reset for Reuters Unified Marketplace","Not Validated","","Support Operations Manager"
"","000001349","en_US","Other","<p><span style=""font-family: arial, helvetica, sans-serif;font-size: 16px;"">This article provides guidance for handling cases received in ServiceNow related to FxRate File issues in Zuora.</span></p>
<p> </p>
<p><span style=""font-family: arial, helvetica, sans-serif;font-size: 16px;"">FxRates are Excel files containing foreign exchange (FX) rates used for tax calculations on transactions such as image licensing, subscriptions, and similar services. Common issues include file errors, incorrect formats, or upload failures.  <br></span></p>","2025-10-01T15:59:52.000Z","en_US","","2025-10-22T15:57:14.000Z","Online","0124v000000AZIUAA4","","Billing - FxRate File not Placed on Zuora","Not Validated","","Helpdesk Analyst"
"<p><span style=""font-size: 16px;font-family: arial, helvetica, sans-serif;"">Account was created via self-registration, not under the client&#39;s company account. As per the process, account creation is to be requested from the users to Reuters customer support or created by the client&#39;s user admin. </span></p>","000001356","en_US","Reuters Connect","<p><span style=""font-size: 16px;""><span style=""color: #080707;font-family: Arial, Helvetica, sans-serif;white-space: normal;background-color: #ffffff;float: none;display: inline;"">This document provides the guidelines to follow when correcting a user&#39;s transactional account (AD-HOC) to a subscriber account (PAYING). </span></span></p>","2025-10-22T15:56:02.000Z","en_US","","2025-10-22T15:56:02.000Z","Online","0124v000000AZIUAA4","","Agency - Switching/Correcting Reuters Connect Transactional Account","Not Validated","","Helpdesk Analyst"
"<div>
<p><span style=""font-family: arial, helvetica, sans-serif;font-size: 16px;"">Currently, the Reuters News application does not support other languages and operates in standard English only.</span></p>
</div>
<div>
<p><span style=""font-family: arial, helvetica, sans-serif;font-size: 16px;"">If you would like to read Reuters content in another language, you can access <strong>reuters.com</strong> through a web browser on your computer. From there, you can use third-party translation tools such as <strong>Google Translate</strong> to automatically translate the website into your preferred language. </span></p>
</div>","000001353","en_US","Reuters.com","<p><span style=""font-family: arial, helvetica, sans-serif;font-size: 16px;"">This article provides guidance on how users can translate content from <strong>reuters.com</strong> into different languages using browser-based tools. </span></p>","2025-10-22T15:55:58.000Z","en_US","","2025-10-22T15:55:58.000Z","Online","0124v000000AZIUAA4","","Reuters.com - Translate reuters.com language (Web)","Not Validated","","Helpdesk Analyst"
"<p><span style=""font-family: arial, helvetica, sans-serif;font-size: 16px;""><span style=""font-size: 18px;color: #2980b9;""><strong>What&#39;s a Prospect?</strong></span><br></span><span style=""font-family: arial, helvetica, sans-serif;font-size: 16px;"">A prospect is a potential customer who has shown interest in a company&#39;s products or services but has not yet made a purchase or commitment. While they are not yet clients and have no contract or subscription, they are valuable as potential future customers.</span></p>
<p><span style=""font-family: arial, helvetica, sans-serif;font-size: 16px;""><span style=""color: #2980b9;font-size: 18px;""><strong>What&#39;s the difference between a Trial and an Auto-Trial?</strong></span><br></span></p>
<ul><li><span style=""font-family: arial, helvetica, sans-serif;font-size: 16px;""><strong>Trial Account:</strong> A trial account is a prospect actively engaged by the Sales Team to encourage subscription, typically they&#39;re from an organization but can also be an individual (i.e. YouTube streamers). The account is set up with special roles and permissions for product testing, with a standard 30-day duration, extendable based on client and Sales Team management.</span></li><li><span style=""font-family: arial, helvetica, sans-serif;font-size: 16px;""><strong>Auto-Trial Account:</strong> An auto-trial account is self-created by an individual, with or without an organization. They can test the product independently, with pre-defined roles and access, for 30 days. Sales Team involvement occurs only if they choose to purchase. These accounts are set up on the Reuters Connect login page by selecting the &quot;Preview Reuters Connect&quot; option (see image below) </span><span style=""font-family: arial, helvetica, sans-serif;font-size: 16px;"">or at <a href=""https://www.reutersagency.com/en/reuters-connect/preview-reuters-connect/"" target=""_blank"">https://www.reutersagency.com/en/reuters-connect/preview-reuters-connect/</a></span></li></ul>
<p><img src=""https://reuters.file.force.com/servlet/rtaImage?eid=ka0UL0000004KEf&amp;feoid=00N6g00000UQp54&amp;refid=0EMUL000006Ltu7"" width=""1132"" height=""326""></img></p>","000001016","en_US","Content Downloader (RCD);Push;Reuters Connect;Reuters Live Service;Reuters Lives;Reuters Pictures;RSS;WebServices API;World News Express - WNE","<p><span style=""font-family: arial, helvetica, sans-serif;font-size: 16px;"">This document was created for handling cases where clients or prospects need to be redirected to the Sales Team. It focuses on sales-related requests that are non-technical in nature, and applicable to both non-customers and existing clients.</span></p>","2020-11-27T17:53:04.000Z","en_US","","2025-10-15T17:17:41.000Z","Online","0126g000000OhcbAAC","","ESCALATIONS | Agency Sales Escalations","Not Validated","","Support Operations Manager"
"","000001352","en_US","Other;Reuters Connect;Reuters.com","<p><span style=""font-family: arial, helvetica, sans-serif;font-size: 16px;"">This article provide information on how to generate a HAR file.</span></p>
<p> </p>
<p><span style=""font-family: arial, helvetica, sans-serif;font-size: 16px;""><em>A HAR file (<strong>HTTP Archive</strong>) is a recording of a web browser’s activity. When a website is accessed, the browser sends and receives multiple requests (such as images, scripts, styles, and data). A HAR file captures this information, including the timeline, headers, responses, and errors. It is commonly used to share with support or developers to help diagnose and troubleshoot website issues. </em></span></p>","2025-09-02T15:03:31.000Z","en_US","","2025-10-08T18:37:15.000Z","Online","0124v000000AZIUAA4","","Generating HAR File in Google Chrome","Not Validated","","Helpdesk Analyst"
"","000001284","en_US","Reuters Connect","<p>The client has been issued copyright strikes on their digital media platform such as YouTube/Instagram/Facebook/X page etc, compelling them to delete the content they had uploaded on Connect from their social media platforms.</p>","2024-06-08T03:22:51.000Z","en_US","","2025-10-04T11:54:13.000Z","Online","0124v000000AZIZAA4","","EDITORIAL | Digital Copyright Strikes","Not Validated","","Helpdesk Analyst"
"","000001026","en_US","Content Downloader (RCD);Push;Reuters Connect;WebServices API;World News Express - WNE","<span style=""font-family: Arial,Helvetica,sans-serif;""><span style=""font-size: 11pt;""><span style=""line-height: 107%;""><span style=""color: #080707;"">The Global Permissions DataBase  (GPDB) is the main tool where we manage our Agency Client&#39;s accounts and their user’s access.</span></span></span><br><br><span style=""font-size: 11pt;""><span style=""line-height: 107%;""><span style=""color: #080707;"">This document provides the guidelines to follow when creating new user accounts for Reuters Connect, RCCD, Push, WNE, and WebServices API.</span></span></span></span><br> ","2021-01-05T19:32:39.000Z","en_US","","2025-10-03T09:54:44.000Z","Online","0124v000000AZIUAA4","","GPDB | Creating Reuters Connect accounts for Agency Clients","Not Validated","","Support Operations Manager"
"<p><span style=""color: #3498db;font-size: 18px;""><strong><span style=""font-family: arial, helvetica, sans-serif;""><span>Q: Do we have to monitor the streams 24x7?<br></span></span></strong></span><span style=""font-family: arial, helvetica, sans-serif;font-size: 16px;""><span>No. Streams only need to be monitored starting <strong>30 minutes before their scheduled start time</strong>. Once a stream has started without issues, you can move on from the Farm Page. </span></span><span style=""font-family: arial, helvetica, sans-serif;font-size: 16px;""><span>However, we are responsible for <strong>monitoring the Farm Page 24x7</strong> to stay aware of upcoming events/streams throughout the day.</span></span></p>","000001355","en_US","Other","<p><span style=""font-family: arial, helvetica, sans-serif;font-size: 16px;"">The monitoring process for Imagen live streams is managed via a dedicated website that aggregates information from all farms and clients. The Frontline Team is responsible for basic monitoring, ensuring streams are ready before events start.</span></p>
<p><span style=""font-family: arial, helvetica, sans-serif;font-size: 16px;"">This document guides <span style=""box-sizing: border-box;margin: 0px;padding: 0px;"">frontline agents in completing 24/7 monitoring for Imagen Streams through the <a href=""https://live-status.imagen.dev/?key=TGeSPtE8iE9fOE1m12LY"" target=""_blank"">Farm Page</a></span>.</span></p>","2025-09-29T18:35:22.000Z","en_US","","2025-10-01T07:42:26.000Z","Online","0124v000000AZIUAA4","","Imagen - Farm Monitoring for Live Streams","Not Validated","","Support Operations Manager"
"","000001329","en_US","Reuters Connect","<p><span style=""font-size: 16px;font-family: arial, helvetica, sans-serif;"">This article provides the steps to complete the following basic billing tasks:</span></p>
<ul><li><span style=""font-size: 16px;font-family: arial, helvetica, sans-serif;"">Tax Certification Requests</span></li><li><span style=""font-size: 16px;font-family: arial, helvetica, sans-serif;"">Requesting Tax Forms (W-8 and W-9)</span></li><li><span style=""font-size: 16px;font-family: arial, helvetica, sans-serif;"">Invoice Verification</span></li><li><span style=""font-size: 16px;font-family: arial, helvetica, sans-serif;"">Bank Verification over the Phone</span><span style=""font-size: 16px;font-family: arial, helvetica, sans-serif;""></span></li></ul>","2025-03-05T23:13:27.000Z","en_US","","2025-09-29T18:55:39.000Z","Online","0124v000000AZIeAAO","","Billing - Billing Requests for Support","Not Validated","","Support Operations Manager"
